ID,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,bait,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411CRMA,31,45,1.2594383300703742,0.33278048048430836,1.0110174193434847,heatr2,G,"gpi.S, gpi.L",GPI,glucose-6-phosphate isomerase,Carbohydrate metabolism and transport
ENOG411CRG5,85,113,1.1613829696907798,0.2158437838899392,1.005914653119281,heatr2,Z,"tuba4a.L, tubal3.L, tuba1b.S, tubal3.S, tuba4b.S, loc100490289-like.L, Xetrov90024521m.L, Xelaev18044483m.g, Xelaev18047021m.g, tuba1b.L, tuba4a.S","TUBA1B, TUBA1A, TUBA3C, TUBA3D, TUBA1C, TUBA4A, TUBA3E","Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)",Cytoskeleton
ENOG411CUU4,35,50,1.2411856006490642,0.3117188649564785,0.9949449698032549,heatr2,J,lars.S,LARS,leucyl-trna synthetase,Tranlsation
ENOG411DEYD,13,21,1.3767773049216512,0.4612952210069885,0.9861422832305436,heatr2,T,rps6ka3.S,RPS6KA3,Protein kinase C terminal domain,Signal Transduction
ENOG411CUII,13,21,1.3767773049216512,0.4612952210069885,0.9861422832305436,heatr2,O,ywhae.L,YWHAE,"tyrosine 3-monooxygenase tryptophan 5-monooxygenase activation protein, epsilon polypeptide",Post-translational modification
ENOG411CZDC,22,33,1.2951501919816324,0.37311940962062196,0.981836475551301,heatr2,L,mcm2.S,MCM2,Minichromosome maintenance complex component 2,Replication and repair
ENOG411CTYE,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522,heatr2,L,prim2.S,PRIM2,"primase, DNA, polypeptide 2",Replication and repair
ENOG411D343,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522,heatr2,C,"atp5d.L, atp5d.S",ATP5F1D,ATP synthase H transporting mitochondrial F1 complex delta subunit,Energy production and conversion
ENOG411CY68,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522,heatr2,J,mrpl39.L,MRPL39,Mitochondrial ribosomal protein L39,Tranlsation
ENOG411D3Y9,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522,heatr2,J,NA,RPL36,ribosomal protein L36,Tranlsation
ENOG411CQSQ,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522,heatr2,S,apool.L,APOOL,apolipoprotein O-like,Function Unknown
ENOG411CWN1,2,5,1.7522620244457379,0.8092185244272954,0.9798557983531522,heatr2,O,"ssuh2.L, Xelaev18023925m.g",SSUH2,ssu-2 homolog (C. elegans),Post-translational modification
ENOG411D302,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634,heatr2,I,NA,FABP4,"fatty acid binding protein 4, adipocyte",Lipid metabolism
ENOG411CPQE,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634,heatr2,Z,"cfl1.L, cfl2.S","CFL1, CFL2",cofilin 2 (muscle),Cytoskeleton
ENOG411CWUV,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634,heatr2,J,"Xelaev18024157m.g, Xelaev18033797m.g",RPL7,Ribosomal protein L7,Tranlsation
ENOG411CXUZ,8,14,1.4602183537047815,0.5461841185935015,0.9760117385277634,heatr2,L,NA,"PRIM1, NA","primase, DNA, polypeptide 1 (49kDa)",Replication and repair
ENOG411CRG6,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,vamp7.S,VAMP7,vesicle-associated membrane protein 7,Intracellular trafficing and secretion
ENOG411CS17,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,"rer1.S, rer1.L",RER1,RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae),Intracellular trafficing and secretion
ENOG411CX1A,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,EI,mccc1.S,MCCC1,methylcrotonoyl-CoA carboxylase 1 (alpha),NA
ENOG411D0NK,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"ociad2.L, ociad2.S",OCIAD2,OCIA domain containing 2,Function Unknown
ENOG411CSEC,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,L,orc5.L,ORC5,"Origin recognition complex, subunit 5",Replication and repair
ENOG411CWPU,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,I,acat2.L,ACAT2,Acetyl-CoA acetyltransferase 2,Lipid metabolism
ENOG411CVEN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,"txnrd1.L, txnrd1.S, txnrd3.S","TXNRD3, TXNRD1",thioredoxin reductase,Post-translational modification
ENOG411CRVN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,I,agpat3.L,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,Lipid metabolism
ENOG411D1J3,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,I,faah2.L,FAAH2,Fatty acid amide hydrolase 2,Lipid metabolism
ENOG411CPDS,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,J,dph6.L,DPH6,ATP binding domain 4,Tranlsation
ENOG411CSYG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"c16orf62.S, c16orf62.L",VPS35L,Chromosome 16 open reading frame 62,Function Unknown
ENOG411CU2H,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,Y,nsfl1c.S,"NSFL1C, UBXN2B",NSFL1 (P97) cofactor (P47),Nuclear structure
ENOG411DGMV,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"Xelaev18001571m.g, loc100491175.L, Xelaev18001570m.g, Xelaev18045770m.g, loc100490157.L, loc100491186.1.L, Xelaev18001255m.g, Xelaev18045764m.g, Xelaev18045773m.g, loc100490682.1.L, Xelaev18045760m.g, Xelaev18045772m.g, loc100489640.L, Xelaev18001567m.g, Xelaev18000489m.g, Xelaev18001566m.g, Xelaev18000023m.g, Xelaev18001545m.g, Xelaev18045759m.g, Xelaev18001544m.g, Xelaev18045767m.g, Xelaev18047994m.g, Xelaev18001565m.g, Xelaev18047930m.g, Xelaev18001538m.g, Xelaev18001572m.g, Xelaev18001569m.g, loc100490167.1.L, Xetrov90022816m.L, Xelaev18001539m.g, loc100487746.1.L, loc100492630.1.L, loc100490157.S",NA,upregulator of cell proliferation,Function Unknown
ENOG411D0XG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,lepre1.L,P3H1,Leucine proline-enriched proteoglycan (Leprecan) 1,Post-translational modification
ENOG411D4A9,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,"Xelaev18027891m.g, Xelaev18019210m.g, Xelaev18037616m.g, Xelaev18003113m.g, Xelaev18029933m.g","VAMP1, VAMP2, NA",vesicle-associated membrane protein,Intracellular trafficing and secretion
ENOG411CVY4,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,DZ,NA,"TPT1, NA, TPT1P8","tumor protein, translationally-controlled 1",NA
ENOG411CUVJ,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,NA,"CA5B, CA5A",carbonic anhydrase,Energy production and conversion
ENOG411CUV3,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,rab3gap2.L,RAB3GAP2,RAB3 GTPase activating protein subunit 2 (Non-catalytic),Intracellular trafficing and secretion
ENOG411CWK8,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,L,msh6.L,MSH6,MutS homolog 6 (E. coli),Replication and repair
ENOG411CTWB,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,J,"eif2b1.S, eif2b1.L",EIF2B1,"eukaryotic translation initiation factor 2B, subunit 1 alpha",Tranlsation
ENOG411D46J,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,"loc100497910.L, loc100498068.L, txn.S, Xelaev18006694m.g, Xelaev18006692m.g",TXN,"Participates in various redox reactions through the reversible oxidation of its active center dithiol to a disulfide and catalyzes dithiol-disulfide exchange reactions (By similarity). Plays a role in the reversible S-nitrosylation of cysteine residues in target proteins, and thereby contributes to the response to intracellular nitric oxide. Nitrosylates the active site Cys of CASP3 in response to nitric oxide (NO), and thereby inhibits caspase-3 activity. Induces the FOS JUN AP-1 DNA binding activity in ionizing radiation (IR) cells through its oxidation reduction status and stimulates AP-1 transcriptional activity (By similarity)",Transcription
ENOG411CX6V,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,lztfl1.L,LZTFL1,Leucine zipper transcription factor-like 1,Transcription
ENOG411CXJY,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,EO,"erap1.S, erap1.L, lnpep.S, lnpep.L","ERAP1, ERAP2",endoplasmic reticulum aminopeptidase,NA
ENOG411CUV7,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,J,"Xelaev18041663m.g, Xelaev18041662m.g",EXOSC2,Exosome component 2,Tranlsation
ENOG411CY2J,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,J,"pum1.L, pum2.S, pum2.L","PUM1, PUM2",pumilio homolog,Tranlsation
ENOG411CSIE,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,L,NA,NA,Nucleosome assembly protein (NAP),Replication and repair
ENOG411D48T,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,NA,"TMEM14EP, TMEM14C, TMEM14B, TMEM14DP",transmembrane protein 14C,Function Unknown
ENOG411CWSZ,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"nedd1.S, nedd1.L",NEDD1,"neural precursor cell expressed, developmentally down-regulated 1",Signal Transduction
ENOG411CPIA,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,spg7.L,SPG7,Spastic paraplegia 7 (Pure and complicated autosomal recessive),Post-translational modification
ENOG411CP8E,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,"ubr5.S, ubr5.L",UBR5,Ubiquitin protein ligase E3 component n-recognin 5,Post-translational modification
ENOG411CTBE,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,P,"slc15a1.L, slc15a2.S, slc15a1.S, slc15a2.L","SLC15A1, SLC15A2",solute carrier family 15,Inorganic ion transport and metabolism
ENOG411CQ4D,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,N,None,CARMIL1,Leucine rich repeat containing 16A,Cell motility
ENOG411D414,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"fam213a.1.S, tmem254.S",TMEM254,Transmembrane protein 254,Function Unknown
ENOG411CUIN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,"fnta.L, fnta.S",FNTA,"Farnesyltransferase, CAAX box, alpha",Post-translational modification
ENOG411CV86,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,znf277.L,ZNF277,zinc finger protein 277,Transcription
ENOG411CPGG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,J,mrps23.S,MRPS23,Mitochondrial ribosomal protein S23,Tranlsation
ENOG411CS0W,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,"fam129b.S, fam129b.L","FAM129A, FAM129B","family with sequence similarity 129, member",Post-translational modification
ENOG411CQ82,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,"atp6v1c2.L, atp6v1c2.S, atp6v1c1.S","ATP6V1C1, ATP6V1C2","ATPase, H transporting, lysosomal 42kDa, V1 subunit",Energy production and conversion
ENOG411CZ3K,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,txnl1.L,TXNL1,Thioredoxin-like 1,Post-translational modification
ENOG411CYVE,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"ocln.L, ocln.S",OCLN,occludin,Function Unknown
ENOG411CYV0,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,A,rbmx.L,"RBMX, RBMXL1, RBMXL2",RNA binding motif protein,RNA processing and modification
ENOG411D0XC,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,L,pole.L,POLE,"polymerase (DNA directed), epsilon, catalytic subunit",Replication and repair
ENOG411CWXV,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"znf346.S, znf346.L",ZNF346,Zinc finger protein 346,Function Unknown
ENOG411CQQX,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,dpp4.L,"FAP, DPP4","Fibroblast activation protein, alpha",Post-translational modification
ENOG411CSG5,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"ptpn1.S, ptpn2.L","PTPN2, PTPN1","Protein tyrosine phosphatase, non-receptor type",Signal Transduction
ENOG411D145,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,A,tarbp1.L,TARBP1,Tar (HIV-1) RNA binding protein 1,RNA processing and modification
ENOG411CQBX,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,A,"papolg.L, papola.L, papola.S","PAPOLG, PAPOLA",PolyA polymerase,RNA processing and modification
ENOG411CXTR,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,NA,CRYZL1,"Crystallin, zeta (Quinone reductase)-like 1",Energy production and conversion
ENOG411CRUV,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,"gtf3a.L, gtf3a.S",GTF3A,general transcription factor IIIA,Transcription
ENOG411D04M,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,L,rfc5.S,RFC5,"replication factor C (activator 1) 5, 36.5kDa",Replication and repair
ENOG411CPIJ,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"zmym4.S, zmym2.L, zmym2.S, zmym3.L","ZMYM4, ZMYM3, ZMYM2, ZMYM6","zinc finger, MYM-type",Function Unknown
ENOG411DEWT,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,G,slc37a4.S,SLC37A4,"solute carrier family 37 (glucose-6-phosphate transporter), member 4",Carbohydrate metabolism and transport
ENOG411CTJU,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,"arid4a.S, arid4b.L, Xelaev18002442m.g, arid4a.L, arid4b.S","ARID4A, ARID4B",At rich interactive domain,Transcription
ENOG411CSCB,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"loc548655.S, fam49a.L",FAM49A,"Family with sequence similarity 49, member A",Function Unknown
ENOG411CREG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,Z,Xelaev18045070m.g,"ARPC1A, ARPC1B","actin related protein 2 3 complex, subunit",Cytoskeleton
ENOG411CT1I,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"ranbp9.S, ranbp9.L","RANBP9, RANBP10",ran binding protein,Function Unknown
ENOG411CR17,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,"kdm3a.L, jmjd1c.L, kdm3b.L, kdm3b.S, jmjd1c.S, kdm3a.S","JMJD1C, KDM3B, KDM3A",lysine (K)-specific demethylase,Transcription
ENOG411CPRA,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,Z,"capza2.S, capza1.L","CAPZA1, CAPZA2","capping protein (actin filament) muscle Z-line, alpha",Cytoskeleton
ENOG411CS5S,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,"ppa1.L, ppa2.L, ppa1.S","PPA2, PPA1",Pyrophosphatase (Inorganic),Energy production and conversion
ENOG411CPZH,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"kcmf1.L, kcmf1.S",KCMF1,potassium channel modulatory factor 1,Function Unknown
ENOG411CWWR,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"ppp5c.S, ppp5c.L",PPP5C,"protein phosphatase 5, catalytic subunit",Signal Transduction
ENOG411D050,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,I,mogat1.L,"MOGAT2, MOGAT1",Monoacylglycerol O-acyltransferase,Lipid metabolism
ENOG411CYJK,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"farp2.S, farp1-like.L, farp1-like.S, Xelaev18029885m.g, farp2.L","FARP1, FARP2","FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)",Signal Transduction
ENOG411D4AT,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,"cox6a2.L, Xelaev18020861m.g",COX6A1,Cytochrome c oxidase polypeptide VIa,Energy production and conversion
ENOG411CV83,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,"lysmd2.L, lysmd2.S",LYSMD2,"peptidoglycan-binding, domain containing 2",Post-translational modification
ENOG411CYGF,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,NA,MT-CYB,"Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)",Energy production and conversion
ENOG411CSQ1,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,NA,HEATR6,HEAT repeat containing 6,Function Unknown
ENOG411CYEG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,J,"eif2a.S, eif2a.L",EIF2A,"Eukaryotic translation initiation factor 2A, 65kDa",Tranlsation
ENOG411CU3I,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,Z,"luzp1.L, luzp1.S",LUZP1,Leucine zipper protein 1,Cytoskeleton
ENOG411CUWV,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,A,"cpsf2.S, cpsf2.L",CPSF2,"Cleavage and polyadenylation specific factor 2, 100kDa",RNA processing and modification
ENOG411CZ8B,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"6330408a02rik-like.2.S, Xelaev18037653m.g, 6330408a02rik-like.1.S, Xelaev18035874m.g, Xetrov90018982m.S, Xetrov90018981m.S",ZSWIM9,chromosome 19 open reading frame 68,Function Unknown
ENOG411CUM1,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,"adam28.S, Xelaev18020230m.g, Xelaev18013541m.g, loc101735040.S, adamdec1.S, Xelaev18018670m.g, adamdec1.L, adam28.L","ADAM8, ADAM28, ADAM7",ADAM metallopeptidase domain,Post-translational modification
ENOG411CR51,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,psmd5.L,PSMD5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",Post-translational modification
ENOG411D33E,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,OTU,cnih4.S,CNIH4,cornichon homolog 4 (Drosophila),NA
ENOG411CWFK,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,NA,PSME3,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma",Post-translational modification
ENOG411CZW2,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,NA,ATP6AP2,"ATPase, H transporting, lysosomal accessory protein 2",Energy production and conversion
ENOG411CYT8,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,C,"atp6v1d.S, atp6v1d.L",ATP6V1D,"ATPase, H transporting, lysosomal 34kDa, V1 subunit D",Energy production and conversion
ENOG411CW07,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,"rell1.S, rell1.L",RELL1,RELT-like 1,Intracellular trafficing and secretion
ENOG411CRXM,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,EH,hacl1.L,HACL1,2-hydroxyacyl-CoA lyase 1,NA
ENOG411DFD3,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"ncam1.L, ncam1.S",NA,Neural cell adhesion molecule 1,Signal Transduction
ENOG411CRZW,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,dcun1d5.S,"DCUN1D4, DCUN1D5","DCN1, defective in cullin neddylation 1, domain containing",Function Unknown
ENOG411CU2J,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,I,"plcb1.L, plcb3.L, plcb1.S","PLCB1, PLCB3",phospholipase C beta,Lipid metabolism
ENOG411CSNW,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,O,psmd10.S,PSMD10,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 10",Post-translational modification
ENOG411CYSD,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,pelp1.L,PELP1,"proline, glutamate and leucine rich protein 1",Function Unknown
ENOG411DGKC,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,W,"Xelaev18036558m.g, loc101731739.L, tecta.2.S, Xelaev18036553m.g",NA,tectorin alpha,NA
ENOG411D1YE,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,L,loc100127659.L,NA,AP2Ec,Replication and repair
ENOG411CXFT,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,W,"Xelaev18008343m.g, c9.L",C9,Complement component 9,NA
ENOG411CPZ9,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,D,cdk7.L,CDK7,cyclin-dependent kinase 7,Cell cycle control and mitosis
ENOG411CQGC,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"vmp1.L, vmp1.S",VMP1,Vacuole membrane protein 1,Function Unknown
ENOG411DF1W,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,KT,ubn1.L,NA,Inherit from KOG: Ubinuclein 2,NA
ENOG411DF7S,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,A,"grsf1.S, grsf1.L",NA,G-rich RNA sequence binding factor 1,RNA processing and modification
ENOG411CWBW,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,rnls.L,RNLS,"Renalase, FAD-dependent amine oxidase",Function Unknown
ENOG411CZ1J,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"Xelaev18029009m.g, loc100038305.L, Xetrov90030519m.L, Xelaev18026753m.g, Xelaev18026756m.g, loc100037903.1, Xetrov90030519m.S, Xelaev18026757m.g",SULT6B1,"sulfotransferase family, cytosolic, 6B, member 1",Function Unknown
ENOG411CQYC,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,PT,"vn2r1p.S, vn2r1p.L",NA,vomeronasal 2 receptor,NA
ENOG411CXA2,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,V,"loc100492858.S, tst.S, loc100492858.L, mpst.S, mpst.L, tst.L","MPST, TST",sulfurtransferase,NA
ENOG411CUDP,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,"tm4sf20.S, tm4sf20.L",TM4SF20,transmembrane 4 L six family member 20,Intracellular trafficing and secretion
ENOG411CQ66,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"capn9.L, capn9.S, loc100497532-like.L, capn3.S","CAPN3, CAPN9","calpain 3, (p94)",Signal Transduction
ENOG411D1CW,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,commd8.L,COMMD8,COMM domain containing 8,Function Unknown
ENOG411CQMG,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,E,slc38a7.L,SLC38A7,"solute carrier family 38, member 7",Amino Acid metabolis and transport
ENOG411CQH5,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,taf1.L,TAF1,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor",Transcription
ENOG411DEJ3,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,G,"loc100494478.L, ctbs.S, ctbs.L",CTBS,"chitobiase, di-N-acetyl",Carbohydrate metabolism and transport
ENOG411CQNY,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,D,"rbl2.L, rbl1.S, rbl1.L","RBL1, RBL2",Retinoblastoma-like,Cell cycle control and mitosis
ENOG411CVXN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,akt1s1.L,AKT1S1,AKT1 substrate 1 (Proline-rich),Signal Transduction
ENOG411CW2G,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,NA,CLTB,clathrin light chain B,Intracellular trafficing and secretion
ENOG411CW6T,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"fry.L, fryl.S, fryl.L, fry.S","FRY, FRYL",furry homolog (Drosophila),Function Unknown
ENOG411CUG1,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,J,eif2b4.S,EIF2B4,"Eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa",Tranlsation
ENOG411D0IZ,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,ccdc174.S,CCDC174,coiled-coil domain containing 174,Function Unknown
ENOG411CPE1,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,NA,ODR4,chromosome 1 open reading frame 27,Function Unknown
ENOG411CQ8N,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,L,xrcc6.L,XRCC6,X-ray repair complementing defective repair in Chinese hamster cells 6,Replication and repair
ENOG411DFJX,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,W,vwf.L,NA,Von Willebrand factor,NA
ENOG411DAHN,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"loc100485997.S, loc100485997.L, cuzd1.L, loc100485105.S, loc100490056.L, cuzd1.2.S",CUZD1,CUB and zona pellucida-like domains 1,Function Unknown
ENOG411CU3X,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,S,"prom2.L, Xetrov90017730m.L, Xetrov90017730m.S",PROM2,prominin 2,Function Unknown
ENOG411CVPZ,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,IT,"pitpnb.2.S, Xelaev18001321m.g, Xelaev18002253m.g",PITPNB,phosphatidylinositol transfer protein beta,NA
ENOG411CQ5M,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"csk.L, csk.S, matk.S","MATK, CSK",Tyrosine kinase,Signal Transduction
ENOG411CQVV,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,T,"syde2.S, syde2.L","SYDE2, SYDE1","synapse defective 1, Rho GTPase, homolog",Signal Transduction
ENOG411DGKE,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,A,hnrnpm.L,NA,Heterogeneous nuclear ribonucleoprotein M,RNA processing and modification
ENOG411DD1N,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,I,"loc100489346.S, loc100489346.L",NA,Lipid phosphate phosphatase-related protein type,Lipid metabolism
ENOG411CT5X,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,F,nme3.S,NME3,NME NM23 nucleoside diphosphate kinase 3,Nucleotide metabolism and transport
ENOG411CQSI,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,K,NA,POLR2E,Polymerase (RNA) II (DNA directed) polypeptide E,Transcription
ENOG411CQWW,0,1,1.752262024445738,0.8092185244272956,0.9654078516570808,heatr2,U,"pacs1.L, Xelaev18026441m.g, pacs2.L, pacs2.S","PACS1, PACS2",phosphofurin acidic cluster sorting protein,Intracellular trafficing and secretion
